가로수길명,가로수길시작위도,가로수길시작경도,가로수길종료위도,가로수길종료경도,가로수종류,가로수수량,가로수길길이,식재연도,가로수길소개,도로명,도로종류,도로구간,관리기관전화번호,관리기관명,데이터기준일자
신갈마로230번길,36.354183,127.369199,36.354079,127.374052,회화나무,40,0.38,1994,회화나무의 밀생한 잎으로 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,둔산여고-국민생활관,042-288-3616,대전광역시 서구청,2026-06-10
용문로,36.333262,127.394895,36.341712,127.384858,은행+버즘+느티+목백합,213,1.032,1971,은행나무와 중국단풍의 단풍과 버즘나무의 큰잎들로 만들어내는 그늘 및 공기정화로 인한 쾌적한 산책을 할 수 있는 가로수길,,일반국도,백운4길-내동로-가장로-버드내길,042-288-3616,대전광역시 서구청,2026-06-10
원도안로,36.32564313,127.3475822,36.32502385,127.3459312,이팝+산딸,431,2.65,1998,이팝나무의 하얀꽃을 느낄수 있는 가로수길,,일반국도,옥녀봉삼거리-계백로,042-288-3616,대전광역시 서구청,2026-06-10
월드컵대로,36.34974983,127.3528974,36.34913039,127.3520925,은행나무 + 해송,73,0.3,2012,은행나무의 단풍과 사시사철 푸른 해송의 청량함을 느낄수 있는 가로수길,,일반국도,계룡대교-월드컵대로484번길,042-288-3616,대전광역시 서구청,2026-06-10
월드컵대로484번길,36.34968081,127.3533817,36.34712484,127.3537656,벚나무,61,0.93,2004,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길,,지방도,월드컵대로-지하철건설본부,042-288-3616,대전광역시 서구청,2026-06-10
월평동로,36.36346246,127.3674275,36.36248082,127.3683184,버즘+회화,163,1,1994,버즘나무의 큰잎과 회화나무의 밀생되어 있는 잎으로 만들어내는 시원한 건널목을 느끼며 산책할수 있는 가로수길,,일반국도,갑천도시고속도로-한밭대로-갈마초교삼거리,042-288-3616,대전광역시 서구청,2026-06-10
월평로,36.3561377,127.3683122,36.35617491,127.367201,회화+느티,130,1,1994,회화나무와 느티나무가 만들어내는 그늘을 느낄수 있는 가로수길,,일반국도,월평초교-월평동로,042-288-3616,대전광역시 서구청,2026-06-10
월평북로,36.362272,127.379366,36.362355,127.368262,버즘나무,185,0.8,1994,버즘나무의 큰잎들로 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,대덕대로-갑천중삼거리,042-288-3616,대전광역시 서구청,2026-06-10
월평새뜸로,36.3536962,127.3577058,36.35130947,127.3526928,회화+이팝,44,0.56,1994,"이팝나무의 하얀꽃, 여름엔 회화나무의 밀생한 잎으로 만들어내는 그늘을 느낄수 있는 가로수길",,일반국도,계룡로-갑천도시고속도로,042-288-3616,대전광역시 서구청,2026-06-10
월평서로,36.3536511,127.3577167,36.3513547,127.3526317,회화+이팝,155,0.335,1994,"이팝나무의 하얀꽃, 여름엔 회화나무의 밀생한 잎으로 만들어내는 그늘을 느낄수 있는 가로수길",,일반국도,월평초교-월평삼거리,042-288-3616,대전광역시 서구청,2026-06-10
월평중로,36.36094858,127.3628753,36.36003116,127.3637736,버즘+회화,113,0.48,1994,버즘나무의 큰잎과 회화나무의 밀생되어 있는 잎으로 만들어내는 시원한 건널목을 느끼며 산책할수 있는 가로수길,,일반국도,은평공원-월평3-월평역네거리,042-288-3616,대전광역시 서구청,2026-06-10
유등로,36.37058893,127.3934637,36.3582686,127.4006381,은행+버즘+느티+이팝+중국단풍메타+벚+산딸+해송,1455,8.77,1993,버즘나무와 은행나무의 이중가로수 등 여러 수종으로 인한 다양한 수종이 어우려져있는 가로수길,,일반국도,둔산대교-도마교,042-288-3616,대전광역시 서구청,2026-06-10
유등로17번길,36.29813003,127.3751699,36.29544156,127.3789588,느티나무,90,0.8,1996,느티나무가 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,유등로-유등로17번길,042-288-3616,대전광역시 서구청,2026-06-10
유등로669번길,36.3483915,127.3993593,36.34739457,127.4003735,이팝나무,51,0.3,1997,이팝나무의 하얀꽃을 느낄수 있는 가로수길,,일반국도,남선로60번길-유등로,042-288-3616,대전광역시 서구청,2026-06-10
장안로,36.25137262,127.3418734,36.24973157,127.3421833,메타세콰이어,1149,8.3,1994,메타세쿼이아의 서늘하고 쾌적한 보행환경 제공 및 단풍을 느낄수 있는 가로수길,,일반국도,흑석네거리-장태산자연휴양림,042-288-3616,대전광역시 서구청,2026-06-10
정림동 우성아파트 사잇길,36.30357548,127.3634806,36.30393792,127.3657925,벚나무,46,0.2,1994,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길,,일반국도,정림서로-정림로,042-288-3616,대전광역시 서구청,2026-06-10
정림로,36.30696329,127.3648004,36.30643298,127.3650846,은행나무,163,0.8,1994,은행나무의 단풍을 느낄수 있는 가로수길,,일반국도,정림삼거리-정림동우체국,042-288-3616,대전광역시 서구청,2026-06-10
정림로65번길,36.306217,127.365031,36.305741,127.362519,벚나무,45,0.2,1994,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길,,구도,정림서로-정림로,042-288-3616,대전광역시 서구청,2026-06-10
정림서로,36.307046,127.361951,36.282071,127.357392,은행+벚+향나무,287,2.17,1994,벚나무의 벚꽃으로 봄의 정취를 은행나무의 단풍으로 가을의 정취를 느끼며 산책할 수 있는 가로수길,,일반국도,계백로-삼성하이츠아파트,042-288-3616,대전광역시 서구청,2026-06-10
정림서로138번길,36.300094,127.363415,36.299065,127.364863,벚나무,30,0.2,1994,벚나무의 벚꽃으로 봄의 정취를 느낄수 있는 가로수길,,구도,정림1길-백목련아파트,042-288-3616,대전광역시 서구청,2026-06-10
제비네1길,36.315541,127.373238,36.316241,127.378592,은행나무,69,0.39,1998,은행나무의 단풍을 느낄수 있는 가로수길,,일반국도,도솔로-도산로,042-288-3616,대전광역시 서구청,2026-06-10
조달청길,36.319286,127.371006,36.319332,127.383733,은행+목백합+꽃개오동,134,1.16,1998,은행나무의 단풍을 느낄수 있는 가로수길,,일반국도,조달청-유등천,042-288-3616,대전광역시 서구청,2026-06-10
중반5길,36.328412,127.382056,36.325629,127.386809,버즘나무,87,0.6,1994,버즘나무의 큰잎들로 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,변동오거리-변동주민센터,042-288-3616,대전광역시 서구청,2026-06-10
청사로,36.362332,127.368355,36.359806,127.395205,버즘+이팝+메타,585,2.4,1994,"이팝나무의 하얀꽃,메타세쿼이아의 단풍과 버즘나무의 큰잎과 메타세쿼이아 잎으로 만들어내는 시원한 건널목을 함께 느끼며 산책할수 있는 가로수길",,일반국도,은뜰삼거리 -수정삼거리,042-288-3616,대전광역시 서구청,2026-06-10
청사서로,36.357984,127.376499,36.364822,127.376567,버즘나무,136,0.79,1994,버즘나무의 큰잎들로 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,한밭대로-둔산대로,042-288-3616,대전광역시 서구청,2026-06-10
탄방로,36.336887,127.399255,36.346821,127.390128,은행+버즘+목백합,219,1.17,1971,은행나무와 중국단풍의 단풍과 버즘나무의 큰잎들로 만들어내는 그늘 및 공기정화로 인한 쾌적한 산책을 할 수 있는 가로수길,,일반국도,유등천-가장로-한가람네거리,042-288-3616,대전광역시 서구청,2026-06-10
한밭대로,36.357575,127.400511,36.358803,127.360267,회화+느티+이팝+소+배롱,1311,3.6,1994,느티나무가 만들어내는 그늘로 인한 쾌적한 보행환경과 이팝나무의 꽃의 산뜻함을 느낄수 있는 가로수길,,일반국도,한밭대교-갑천대교,042-288-3616,대전광역시 서구청,2026-06-10
한밭대로570번길,36.356324,127.361947,36.358579,127.361904,이팝나무,39,0.196,1994,이팝나무의 하얀꽃을 느낄수 있는 가로수길,,일반국도,월평로-한밭대로,042-288-3616,대전광역시 서구청,2026-06-10
한밭대로707번길,36.359815,127.377404,36.358071,127.377415,버즘나무,38,0.18,1994,버즘나무의 큰잎들로 만들어내는 그늘을 느끼며 산책할 수 있는 가로수길,,일반국도,청사로-한밭대로,042-288-3616,대전광역시 서구청,2026-06-10
혜천로,36.309189,127.368798,36.304341,127.380331,꽃개오동,139,1.3,1996,꽃개오동의 넓은 잎으로 만들어내는 그늘을 느끼며 산책할수 있는 가로수길,,일반국도,배재로-버드내교,042-288-3616,대전광역시 서구청,2026-06-10
